,gini,rf_imp,mean_log2FC,gini_n,rf_imp_n,score
ILMN_1807919,0.10579460022520772,0.004778584111724986,0.5500919166242116,0.33339793430601483,0.32619917480577204,0.32979855455589346
ILMN_1702775,0.14627308947314668,0.002281785219356175,0.8864490706831409,0.503570742884509,0.15576087774864059,0.32966581031657477
ILMN_1729617,0.1825367998160757,0.0,-0.8291171475689306,0.6560244918555734,0.0,0.3280122459277867
ILMN_2343010,0.06944357246428665,0.0069617772274702,-0.670865598209414,0.18057710023534318,0.47522988686341866,0.3279034935493809
ILMN_2252136,0.1770352209096075,0.0003050325777353013,-1.775067978727077,0.6328956856297442,0.020822355078356992,0.32685902035405057
ILMN_1728301,0.18185328194596412,0.0,-0.833889690693561,0.6531509617947547,0.0,0.32657548089737737
ILMN_1656088,0.1816282087937174,0.0,1.0470977915414263,0.6522047473691414,0.0,0.3261023736845707
ILMN_2170949,0.18161582237955287,0.0,-1.0810030084556366,0.652152674504621,0.0,0.3260763372523105
ILMN_1721636,0.17234111370326846,0.0005666970989701172,-0.670515189730458,0.6131615151626006,0.03868428842662922,0.3259229017946149
ILMN_1803810,0.1810225269283837,0.0,1.127823609674128,0.6496584422563796,0.0,0.3248292211281898
ILMN_1809947,0.180943872667266,0.0,-0.842380630775977,0.6493277773336084,0.0,0.3246638886668042
ILMN_1766925,0.18085838717958547,0.0,-0.8535602042135034,0.6489683937251394,0.0,0.3244841968625697
ILMN_1698252,0.15036713287927322,0.0018763638322461856,1.01207309387986,0.5207822267567311,0.12808570894719604,0.3244339678519636
ILMN_1817609,0.17317976145285371,0.00045706411383830724,-0.8411678831939492,0.6166872159880638,0.03120044207269734,0.32394382903038055
ILMN_2396198,0.1792162013033171,8.176324209029506e-05,-1.404259870066083,0.6420645940042358,0.00558138173896682,0.3238229878716013
ILMN_1810604,0.17978562176797902,0.0,-1.0523806065884813,0.6444584550779546,0.0,0.3222292275389773
ILMN_1774207,0.17973983821505543,0.0,0.5688913017864111,0.6442659796191995,0.0,0.32213298980959976
ILMN_1767556,0.17957712495829267,0.0,0.5964995586094547,0.6435819281041671,0.0,0.3217909640520836
ILMN_1806473,0.1795577492503278,0.0,-1.09201679441501,0.6435004720344413,0.0,0.32175023601722064
ILMN_2081210,0.17780477476732362,0.00010044125005686205,0.5201876351927973,0.6361309136175731,0.006856393466972255,0.32149365354227266
ILMN_1763344,0.17926943652750887,0.0,-0.9480016674244309,0.6422883965172329,0.0,0.32114419825861645
ILMN_1813399,0.17919472319999977,0.0,-0.8080025048248736,0.6419742994000556,0.0,0.3209871497000278
ILMN_1891067,0.1789533667348138,0.0,-0.8093453392487159,0.6409596294281182,0.0,0.3204798147140591
ILMN_2366212,0.17886695632920294,0.0,0.8232366062454107,0.6405963574363416,0.0,0.3202981787181708
ILMN_1653575,0.17853279590058094,0.0,1.043191967270046,0.639191536759708,0.0,0.319595768379854
ILMN_1669881,0.17808798329903724,0.0,-1.1794373937684899,0.6373215309590431,0.0,0.31866076547952155
